0.100,0.202,0.314,0.403,0.502,0.604,0.701,0.797,0.917,1.038,1.104,1.218,1.310,1.504
1.00,2.01,3.11,4.00,4.99,6.00,6.96,7.91,9.12,10.38,10.98,12.10,13.08,14.98
